occ_date,occ_year,occ_month,occ_dow,occ_hour,occ_time_range,death,injuries,neighbourhood_158
2004-01-03,2004,January,Saturday,1,Night,0,0,NSA
2004-01-04,2004,January,Sunday,4,Night,0,2,Kensington-Chinatown (78)
2004-01-05,2004,January,Monday,13,Afternoon,0,1,Kennedy Park (124)
2004-01-06,2004,January,Tuesday,19,Evening,0,0,Malvern East (146)
2004-01-06,2004,January,Tuesday,19,Evening,0,0,Malvern East (146)
2004-01-08,2004,January,Thursday,8,Morning,1,0,Woburn North (142)
2004-01-08,2004,January,Thursday,14,Afternoon,1,0,Rustic (28)
2004-01-13,2004,January,Tuesday,18,Evening,0,1,Malvern West (145)
2004-01-18,2004,January,Sunday,19,Evening,0,1,Newtonbrook East (50)
2004-01-19,2004,January,Monday,10,Morning,0,0,Danforth East York (59)
2004-01-19,2004,January,Monday,23,Evening,0,0,Morningside Heights (144)
2004-01-23,2004,January,Friday,1,Night,0,1,Morningside (135)
2004-01-24,2004,January,Saturday,1,Night,0,1,Rustic (28)
2004-01-24,2004,January,Saturday,20,Evening,0,0,East L'Amoreaux (148)
2004-01-24,2004,January,Saturday,14,Afternoon,0,0,Woburn North (142)
2004-01-25,2004,January,Sunday,4,Night,1,0,Junction-Wallace Emerson (171)
2004-01-31,2004,January,Saturday,21,Evening,0,0,Yorkdale-Glen Park (31)
2004-02-21,2004,February,Saturday,11,Morning,0,0,North Toronto (173)
2004-02-26,2004,February,Thursday,19,Evening,0,1,Agincourt South-Malvern West (128)
2004-03-04,2004,March,Thursday,1,Night,1,0,Clairlea-Birchmount (120)
2004-03-07,2004,March,Sunday,1,Night,0,1,Elms-Old Rexdale (5)
2004-03-10,2004,March,Wednesday,21,Evening,0,2,Woburn North (142)
2004-03-13,2004,March,Saturday,22,Evening,0,0,Oakdale-Beverley Heights (154)
2004-03-14,2004,March,Sunday,18,Evening,0,1,West Humber-Clairville (1)
2004-03-14,2004,March,Sunday,18,Evening,0,1,Black Creek (24)
2004-03-19,2004,March,Friday,22,Evening,0,1,Scarborough Village (139)
2004-03-20,2004,March,Saturday,12,Afternoon,0,1,Woburn North (142)
2004-03-29,2004,March,Monday,11,Morning,0,0,Golfdale-Cedarbrae-Woburn (141)
2004-03-29,2004,March,Monday,9,Morning,0,0,Eglinton East (138)
2004-03-29,2004,March,Monday,16,Afternoon,0,0,Black Creek (24)
2004-04-05,2004,April,Monday,23,Evening,0,1,Humber Heights-Westmount (8)
2004-04-05,2004,April,Monday,20,Evening,0,0,East L'Amoreaux (148)
2004-04-05,2004,April,Monday,20,Evening,0,0,East L'Amoreaux (148)
2004-04-11,2004,April,Sunday,1,Night,0,1,Kensington-Chinatown (78)
2004-04-12,2004,April,Monday,22,Evening,0,0,Malvern East (146)
2004-04-13,2004,April,Tuesday,20,Evening,1,0,Elms-Old Rexdale (5)
2004-04-14,2004,April,Wednesday,23,Evening,0,0,South Parkdale (85)
2004-04-14,2004,April,Wednesday,22,Evening,0,1,East L'Amoreaux (148)
2004-04-16,2004,April,Friday,2,Night,0,1,Wellington Place (164)
2004-04-17,2004,April,Saturday,2,Night,0,1,Little Portugal (84)
2004-04-17,2004,April,Saturday,11,Morning,0,0,Black Creek (24)
2004-04-19,2004,April,Monday,3,Night,0,0,Yonge-Bay Corridor (170)
2004-04-19,2004,April,Monday,12,Afternoon,0,2,High Park-Swansea (87)
2004-04-23,2004,April,Friday,21,Evening,0,1,West Hill (136)
2004-04-23,2004,April,Friday,22,Evening,0,0,West Hill (136)
2004-05-01,2004,May,Saturday,19,Evening,1,0,Mount Olive-Silverstone-Jamestown (2)
2004-05-01,2004,May,Saturday,21,Evening,0,0,O'Connor-Parkview (54)
2004-05-13,2004,May,Thursday,22,Evening,0,0,Kensington-Chinatown (78)
2004-05-13,2004,May,Thursday,16,Afternoon,0,0,Glenfield-Jane Heights (25)
2004-05-14,2004,May,Friday,16,Afternoon,0,1,Black Creek (24)
2004-05-14,2004,May,Friday,16,Afternoon,1,1,Black Creek (24)
2004-05-15,2004,May,Saturday,1,Night,0,0,Woburn North (142)
2004-05-19,2004,May,Wednesday,20,Evening,0,0,Mimico-Queensway (160)
2004-05-20,2004,May,Thursday,12,Afternoon,0,0,Downtown Yonge East (168)
2004-05-20,2004,May,Thursday,4,Night,0,1,Dufferin Grove (83)
2004-05-20,2004,May,Thursday,2,Night,0,0,Mount Olive-Silverstone-Jamestown (2)
2004-05-21,2004,May,Friday,19,Evening,1,0,Regent Park (72)
2004-05-22,2004,May,Saturday,22,Evening,1,0,Maple Leaf (29)
2004-05-23,2004,May,Sunday,3,Night,0,0,West Humber-Clairville (1)
2004-05-24,2004,May,Monday,22,Evening,0,0,West Humber-Clairville (1)
2004-05-25,2004,May,Tuesday,17,Afternoon,0,0,Rockcliffe-Smythe (111)
2004-05-27,2004,May,Thursday,3,Night,0,1,Moss Park (73)
2004-05-28,2004,May,Friday,21,Evening,0,0,Mount Olive-Silverstone-Jamestown (2)
2004-05-28,2004,May,Friday,15,Afternoon,0,1,Keelesdale-Eglinton West (110)
2004-05-29,2004,May,Saturday,18,Evening,0,1,NSA
2004-05-30,2004,May,Sunday,16,Afternoon,0,1,Etobicoke West Mall (13)
2004-06-01,2004,June,Tuesday,2,Night,1,0,South Parkdale (85)
2004-06-03,2004,June,Thursday,15,Afternoon,0,1,NSA
2004-06-03,2004,June,Thursday,20,Evening,0,0,Rockcliffe-Smythe (111)
2004-06-04,2004,June,Friday,18,Evening,0,0,Golfdale-Cedarbrae-Woburn (141)
2004-06-04,2004,June,Friday,21,Evening,0,1,Tam O'Shanter-Sullivan (118)
2004-06-08,2004,June,Tuesday,1,Night,0,0,Mount Olive-Silverstone-Jamestown (2)
2004-06-10,2004,June,Thursday,16,Afternoon,0,1,West Hill (136)
2004-06-11,2004,June,Friday,20,Evening,0,1,Wellington Place (164)
2004-06-12,2004,June,Saturday,23,Evening,0,1,Dovercourt Village (172)
2004-06-13,2004,June,Sunday,18,Evening,0,1,Moss Park (73)
2004-06-13,2004,June,Sunday,17,Afternoon,0,0,Humber Bay Shores (161)
2004-06-14,2004,June,Monday,17,Afternoon,0,0,Stonegate-Queensway (16)
2004-06-15,2004,June,Tuesday,13,Afternoon,0,0,Stonegate-Queensway (16)
2004-06-17,2004,June,Thursday,1,Night,0,0,Malvern East (146)
2004-06-19,2004,June,Saturday,17,Afternoon,1,0,Pelmo Park-Humberlea (23)
2004-07-02,2004,July,Friday,2,Night,0,0,Malvern West (145)
2004-07-05,2004,July,Monday,1,Night,0,1,Islington (158)
2004-07-09,2004,July,Friday,10,Morning,0,0,NSA
2004-07-10,2004,July,Saturday,16,Afternoon,0,0,Runnymede-Bloor West Village (89)
2004-07-13,2004,July,Tuesday,17,Afternoon,0,1,Glenfield-Jane Heights (25)
2004-07-24,2004,July,Saturday,5,Night,1,0,Moss Park (73)
2004-07-26,2004,July,Monday,23,Evening,0,0,West Humber-Clairville (1)
2004-07-29,2004,July,Thursday,19,Evening,0,1,West Humber-Clairville (1)
2004-07-30,2004,July,Friday,20,Evening,0,0,Clairlea-Birchmount (120)
2004-08-01,2004,August,Sunday,18,Evening,0,0,Weston (113)
2004-08-01,2004,August,Sunday,8,Morning,0,0,L'Amoreaux West (147)
2004-08-10,2004,August,Tuesday,23,Evening,0,1,Elms-Old Rexdale (5)
2004-08-17,2004,August,Tuesday,1,Night,0,1,Glenfield-Jane Heights (25)
2004-08-17,2004,August,Tuesday,19,Evening,0,1,New Toronto (18)
2004-08-25,2004,August,Wednesday,23,Evening,0,1,West Hill (136)
2004-08-25,2004,August,Wednesday,7,Morning,0,0,Yonge-Bay Corridor (170)
2004-08-25,2004,August,Wednesday,18,Evening,0,2,Dovercourt Village (172)
2004-08-27,2004,August,Friday,22,Evening,0,1,Mount Olive-Silverstone-Jamestown (2)
2004-08-27,2004,August,Friday,23,Evening,0,0,York University Heights (27)
2004-08-27,2004,August,Friday,19,Evening,0,0,Weston (113)
2004-08-28,2004,August,Saturday,19,Evening,0,0,Tam O'Shanter-Sullivan (118)
2004-08-28,2004,August,Saturday,1,Night,0,0,Weston (113)
2004-08-29,2004,August,Sunday,4,Night,0,0,Victoria Village (43)
2004-08-30,2004,August,Monday,19,Evening,1,0,Highland Creek (134)
2004-08-31,2004,August,Tuesday,4,Night,0,1,Oakridge (121)
2004-09-01,2004,September,Wednesday,21,Evening,0,1,Junction-Wallace Emerson (171)
2004-09-03,2004,September,Friday,15,Afternoon,0,1,NSA
2004-09-05,2004,September,Sunday,3,Night,1,0,NSA
2004-09-05,2004,September,Sunday,23,Evening,0,0,Black Creek (24)
2004-09-06,2004,September,Monday,4,Night,0,0,Mount Olive-Silverstone-Jamestown (2)
2004-09-08,2004,September,Wednesday,14,Afternoon,0,0,Mount Olive-Silverstone-Jamestown (2)
2004-09-11,2004,September,Saturday,16,Afternoon,0,0,Downtown Yonge East (168)
2004-09-11,2004,September,Saturday,23,Evening,0,1,West Hill (136)
2004-09-12,2004,September,Sunday,5,Night,0,1,Downtown Yonge East (168)
2004-09-17,2004,September,Friday,20,Evening,0,1,East L'Amoreaux (148)
2004-09-18,2004,September,Saturday,4,Night,0,1,Mimico-Queensway (160)
2004-09-20,2004,September,Monday,19,Evening,0,1,Moss Park (73)
2004-09-24,2004,September,Friday,1,Night,0,1,South Riverdale (70)
2004-09-26,2004,September,Sunday,4,Night,0,0,Rustic (28)
2004-09-29,2004,September,Wednesday,7,Morning,0,0,North St.James Town (74)
2004-09-30,2004,September,Thursday,23,Evening,0,1,East L'Amoreaux (148)
2004-10-09,2004,October,Saturday,3,Night,0,1,Rockcliffe-Smythe (111)
2004-10-14,2004,October,Thursday,19,Evening,0,0,Fenside-Parkwoods (150)
2004-10-15,2004,October,Friday,14,Afternoon,1,0,NSA
2004-10-15,2004,October,Friday,5,Night,0,0,Eglinton East (138)
2004-10-17,2004,October,Sunday,3,Night,0,0,Dufferin Grove (83)
2004-10-19,2004,October,Tuesday,21,Evening,0,2,West Humber-Clairville (1)
2004-10-20,2004,October,Wednesday,20,Evening,0,1,Corso Italia-Davenport (92)
2004-10-23,2004,October,Saturday,2,Night,0,1,NSA
2004-10-27,2004,October,Wednesday,20,Evening,0,1,Fenside-Parkwoods (150)
2004-10-30,2004,October,Saturday,2,Night,0,2,Oakdale-Beverley Heights (154)
2004-10-31,2004,October,Sunday,4,Night,0,0,Weston (113)
2004-11-04,2004,November,Thursday,11,Morning,0,1,Englemount-Lawrence (32)
2004-11-05,2004,November,Friday,22,Evening,0,0,Oakwood Village (107)
2004-11-07,2004,November,Sunday,20,Evening,0,0,East L'Amoreaux (148)
2004-11-07,2004,November,Sunday,11,Morning,0,0,Wellington Place (164)
2004-11-10,2004,November,Wednesday,12,Afternoon,0,2,Tam O'Shanter-Sullivan (118)
2004-11-14,2004,November,Sunday,4,Night,0,1,Oakdale-Beverley Heights (154)
2004-11-15,2004,November,Monday,17,Afternoon,0,1,Mount Olive-Silverstone-Jamestown (2)
2004-11-15,2004,November,Monday,19,Evening,0,0,Islington (158)
2004-11-21,2004,November,Sunday,20,Evening,0,2,Rockcliffe-Smythe (111)
2004-11-25,2004,November,Thursday,1,Night,0,1,Rexdale-Kipling (4)
2004-11-28,2004,November,Sunday,17,Afternoon,0,2,Oakdale-Beverley Heights (154)
2004-12-03,2004,December,Friday,18,Evening,0,1,Regent Park (72)
2004-12-13,2004,December,Monday,15,Afternoon,0,1,Milliken (130)
2004-12-15,2004,December,Wednesday,19,Evening,0,1,East L'Amoreaux (148)
2004-12-19,2004,December,Sunday,17,Afternoon,1,0,Kennedy Park (124)
2004-12-20,2004,December,Monday,18,Evening,1,0,Flemingdon Park (44)
2004-12-21,2004,December,Tuesday,22,Evening,0,1,Weston (113)
2004-12-29,2004,December,Wednesday,23,Evening,0,0,St.Andrew-Windfields (40)
2004-12-29,2004,December,Wednesday,15,Afternoon,0,0,East L'Amoreaux (148)
2004-12-30,2004,December,Thursday,20,Evening,0,0,High Park North (88)
2005-01-03,2005,January,Monday,21,Evening,0,0,Ionview (125)
2005-01-03,2005,January,Monday,22,Evening,0,0,Wexford/Maryvale (119)
2005-01-09,2005,January,Sunday,21,Evening,0,1,Yonge-St.Clair (97)
2005-01-09,2005,January,Sunday,3,Night,0,1,Wellington Place (164)
2005-01-09,2005,January,Sunday,3,Night,0,0,Wellington Place (164)
2005-01-19,2005,January,Wednesday,21,Evening,0,0,Stonegate-Queensway (16)
2005-01-21,2005,January,Friday,1,Night,0,1,Glenfield-Jane Heights (25)
2005-01-21,2005,January,Friday,21,Evening,2,0,West Queen West (162)
2005-01-26,2005,January,Wednesday,18,Evening,0,1,Glenfield-Jane Heights (25)
2005-01-28,2005,January,Friday,21,Evening,0,0,Etobicoke West Mall (13)
2005-01-29,2005,January,Saturday,23,Evening,0,2,Don Valley Village (47)
2005-02-01,2005,February,Tuesday,22,Evening,0,0,Glenfield-Jane Heights (25)
2005-02-06,2005,February,Sunday,23,Evening,0,0,Scarborough Village (139)
2005-02-07,2005,February,Monday,21,Evening,0,1,Newtonbrook East (50)
2005-02-09,2005,February,Wednesday,20,Evening,0,1,Moss Park (73)
2005-02-11,2005,February,Friday,17,Afternoon,1,0,Bay-Cloverhill (169)
2005-02-12,2005,February,Saturday,23,Evening,0,2,Kensington-Chinatown (78)
2005-02-15,2005,February,Tuesday,23,Evening,1,0,North St.James Town (74)
2005-02-15,2005,February,Tuesday,5,Night,1,0,NSA
2005-02-26,2005,February,Saturday,1,Night,0,2,Eglinton East (138)
2005-02-27,2005,February,Sunday,2,Night,0,1,Woburn North (142)
2005-02-28,2005,February,Monday,2,Night,1,0,Newtonbrook West (36)
2005-03-04,2005,March,Friday,2,Night,0,1,Parkwoods-O'Connor Hills (149)
2005-03-05,2005,March,Saturday,23,Evening,0,0,East L'Amoreaux (148)
2005-03-05,2005,March,Saturday,20,Evening,1,0,Banbury-Don Mills (42)
2005-03-06,2005,March,Sunday,6,Morning,0,0,Golfdale-Cedarbrae-Woburn (141)
2005-03-12,2005,March,Saturday,2,Night,0,1,Wellington Place (164)
2005-03-13,2005,March,Sunday,1,Night,0,1,Agincourt South-Malvern West (128)
2005-03-15,2005,March,Tuesday,16,Afternoon,0,1,Broadview North (57)
2005-03-16,2005,March,Wednesday,2,Night,0,1,Cliffcrest (123)
2005-03-17,2005,March,Thursday,10,Morning,0,0,Moss Park (73)
2005-03-20,2005,March,Sunday,20,Evening,0,1,Black Creek (24)
2005-03-21,2005,March,Monday,17,Afternoon,0,1,Yorkdale-Glen Park (31)
2005-03-23,2005,March,Wednesday,11,Morning,0,1,Steeles (116)
2005-03-25,2005,March,Friday,21,Evening,0,1,Old East York (58)
2005-03-25,2005,March,Friday,10,Morning,1,0,Downtown Yonge East (168)
2005-03-25,2005,March,Friday,1,Night,0,1,Humber Summit (21)
2005-03-27,2005,March,Sunday,14,Afternoon,0,1,Black Creek (24)
2005-03-30,2005,March,Wednesday,3,Night,0,0,Dufferin Grove (83)
2005-03-31,2005,March,Thursday,16,Afternoon,0,1,Willowridge-Martingrove-Richview (7)
2005-03-31,2005,March,Thursday,15,Afternoon,0,0,West Humber-Clairville (1)
2005-04-02,2005,April,Saturday,2,Night,0,1,Yonge-Bay Corridor (170)
2005-04-07,2005,April,Thursday,3,Night,0,1,Humber Bay Shores (161)
2005-04-08,2005,April,Friday,20,Evening,0,1,East L'Amoreaux (148)
2005-04-10,2005,April,Sunday,16,Afternoon,0,3,Moss Park (73)
2005-04-15,2005,April,Friday,15,Afternoon,0,0,NSA
2005-04-15,2005,April,Friday,15,Afternoon,0,1,Morningside (135)
2005-04-17,2005,April,Sunday,1,Night,0,1,Malvern East (146)
2005-04-17,2005,April,Sunday,23,Evening,0,1,Cabbagetown-South St.James Town (71)
2005-04-18,2005,April,Monday,20,Evening,1,0,South Parkdale (85)
2005-04-22,2005,April,Friday,12,Afternoon,0,0,West Hill (136)
2005-04-24,2005,April,Sunday,3,Night,1,0,Humber Summit (21)
2005-04-24,2005,April,Sunday,15,Afternoon,0,1,Henry Farm (53)
2005-04-28,2005,April,Thursday,15,Afternoon,0,1,Glenfield-Jane Heights (25)
2005-05-02,2005,May,Monday,16,Afternoon,0,1,Lansing-Westgate (38)
2005-05-02,2005,May,Monday,22,Evening,0,0,Glenfield-Jane Heights (25)
2005-05-04,2005,May,Wednesday,18,Evening,0,1,NSA
2005-05-05,2005,May,Thursday,10,Morning,0,2,Weston (113)
2005-05-05,2005,May,Thursday,19,Evening,0,1,Eringate-Centennial-West Deane (11)
2005-05-05,2005,May,Thursday,2,Night,1,1,Junction-Wallace Emerson (171)
2005-05-07,2005,May,Saturday,19,Evening,0,1,Glenfield-Jane Heights (25)
2005-05-07,2005,May,Saturday,3,Night,0,1,East Willowdale (152)
2005-05-15,2005,May,Sunday,2,Night,1,0,Agincourt South-Malvern West (128)
2005-05-18,2005,May,Wednesday,3,Night,0,1,Oakdale-Beverley Heights (154)
2005-05-18,2005,May,Wednesday,1,Night,1,0,West Hill (136)
2005-05-19,2005,May,Thursday,21,Evening,0,1,NSA
2005-05-20,2005,May,Friday,15,Afternoon,0,0,Golfdale-Cedarbrae-Woburn (141)
2005-05-23,2005,May,Monday,22,Evening,0,1,York University Heights (27)
2005-05-25,2005,May,Wednesday,19,Evening,0,1,NSA
2005-05-25,2005,May,Wednesday,18,Evening,0,0,York University Heights (27)
2005-05-28,2005,May,Saturday,15,Afternoon,0,0,Humbermede (22)
2005-06-01,2005,June,Wednesday,21,Evening,0,2,West Humber-Clairville (1)
2005-06-05,2005,June,Sunday,22,Evening,0,0,Black Creek (24)
2005-06-07,2005,June,Tuesday,1,Night,0,0,Mount Olive-Silverstone-Jamestown (2)
2005-06-08,2005,June,Wednesday,20,Evening,0,1,Milliken (130)
2005-06-08,2005,June,Wednesday,17,Afternoon,0,0,Humber Summit (21)
2005-06-11,2005,June,Saturday,2,Night,0,2,Glenfield-Jane Heights (25)
2005-06-11,2005,June,Saturday,18,Evening,0,1,West Humber-Clairville (1)
2005-06-12,2005,June,Sunday,23,Evening,0,3,Kingsview Village-The Westway (6)
2005-06-12,2005,June,Sunday,1,Night,1,0,East End-Danforth (62)
2005-06-14,2005,June,Tuesday,13,Afternoon,0,0,Humbermede (22)
2005-06-15,2005,June,Wednesday,14,Afternoon,0,1,Danforth (66)
2005-06-16,2005,June,Thursday,2,Night,0,1,Wellington Place (164)
2005-06-17,2005,June,Friday,23,Evening,0,1,NSA
2005-06-17,2005,June,Friday,15,Afternoon,0,0,Dorset Park (126)
2005-06-18,2005,June,Saturday,4,Night,0,1,Junction-Wallace Emerson (171)
2005-06-18,2005,June,Saturday,1,Night,0,1,Stonegate-Queensway (16)
2005-06-19,2005,June,Sunday,2,Night,0,1,Downtown Yonge East (168)
2005-06-22,2005,June,Wednesday,19,Evening,0,1,Tam O'Shanter-Sullivan (118)
2005-06-24,2005,June,Friday,21,Evening,1,0,Black Creek (24)
2005-06-24,2005,June,Friday,20,Evening,0,0,Markland Wood (12)
2005-06-26,2005,June,Sunday,21,Evening,0,0,Junction-Wallace Emerson (171)
2005-06-26,2005,June,Sunday,3,Night,0,1,East L'Amoreaux (148)
2005-06-27,2005,June,Monday,1,Night,0,0,NSA
2005-06-29,2005,June,Wednesday,1,Night,1,0,Dovercourt Village (172)
2005-07-02,2005,July,Saturday,19,Evening,0,1,Mount Olive-Silverstone-Jamestown (2)
2005-07-05,2005,July,Tuesday,9,Morning,0,0,Regent Park (72)
2005-07-06,2005,July,Wednesday,11,Morning,0,1,Downtown Yonge East (168)
2005-07-07,2005,July,Thursday,21,Evening,0,1,West Humber-Clairville (1)
2005-07-07,2005,July,Thursday,15,Afternoon,0,0,Clairlea-Birchmount (120)
2005-07-08,2005,July,Friday,17,Afternoon,0,1,Glenfield-Jane Heights (25)
2005-07-11,2005,July,Monday,4,Night,0,1,Weston-Pelham Park (91)
2005-07-12,2005,July,Tuesday,1,Night,0,1,L'Amoreaux West (147)
2005-07-12,2005,July,Tuesday,23,Evening,0,0,Tam O'Shanter-Sullivan (118)
2005-07-14,2005,July,Thursday,19,Evening,0,0,Flemingdon Park (44)
2005-07-14,2005,July,Thursday,23,Evening,0,1,Mount Olive-Silverstone-Jamestown (2)
2005-07-15,2005,July,Friday,2,Night,0,1,Eglinton East (138)
2005-07-18,2005,July,Monday,23,Evening,0,0,Caledonia-Fairbank (109)
2005-07-19,2005,July,Tuesday,20,Evening,1,1,Rockcliffe-Smythe (111)
2005-07-24,2005,July,Sunday,22,Evening,0,1,Englemount-Lawrence (32)
2005-07-25,2005,July,Monday,21,Evening,0,1,NSA
2005-07-25,2005,July,Monday,23,Evening,0,1,East L'Amoreaux (148)
2005-07-25,2005,July,Monday,22,Evening,0,1,Downtown Yonge East (168)
2005-07-25,2005,July,Monday,23,Evening,0,2,Humbermede (22)
2005-07-25,2005,July,Monday,22,Evening,0,1,New Toronto (18)
2005-07-26,2005,July,Tuesday,2,Night,0,0,Malvern East (146)
2005-07-27,2005,July,Wednesday,22,Evening,0,0,Oakridge (121)
2005-07-28,2005,July,Thursday,23,Evening,0,1,Tam O'Shanter-Sullivan (118)
2005-07-30,2005,July,Saturday,17,Afternoon,1,0,Englemount-Lawrence (32)
2005-07-30,2005,July,Saturday,11,Morning,1,0,East L'Amoreaux (148)
2005-07-30,2005,July,Saturday,15,Afternoon,0,1,Glenfield-Jane Heights (25)
2005-07-31,2005,July,Sunday,4,Night,1,0,Downtown Yonge East (168)
2005-08-05,2005,August,Friday,19,Evening,1,0,L'Amoreaux West (147)
2005-08-06,2005,August,Saturday,3,Night,0,0,Bendale South (157)
2005-08-07,2005,August,Sunday,23,Evening,0,2,Scarborough Village (139)
2005-08-08,2005,August,Monday,3,Night,2,1,Rosedale-Moore Park (98)
2005-08-11,2005,August,Thursday,21,Evening,0,1,North St.James Town (74)
2005-08-12,2005,August,Friday,19,Evening,0,0,Glenfield-Jane Heights (25)
2005-08-13,2005,August,Saturday,20,Evening,1,0,Humber Heights-Westmount (8)
2005-08-13,2005,August,Saturday,22,Evening,0,2,Malvern East (146)
2005-08-14,2005,August,Sunday,20,Evening,0,1,West Hill (136)
2005-08-14,2005,August,Sunday,16,Afternoon,0,0,Brookhaven-Amesbury (30)
2005-08-15,2005,August,Monday,23,Evening,0,1,Rockcliffe-Smythe (111)
2005-08-15,2005,August,Monday,3,Night,1,0,Cabbagetown-South St.James Town (71)
2005-08-16,2005,August,Tuesday,17,Afternoon,1,0,Flemingdon Park (44)
2005-08-17,2005,August,Wednesday,1,Night,0,0,New Toronto (18)
2005-08-20,2005,August,Saturday,4,Night,0,1,Wellington Place (164)
2005-08-20,2005,August,Saturday,18,Evening,0,0,Rustic (28)
2005-08-21,2005,August,Sunday,17,Afternoon,0,1,Glenfield-Jane Heights (25)
2005-08-25,2005,August,Thursday,18,Evening,1,0,Scarborough Village (139)
2005-08-26,2005,August,Friday,21,Evening,0,1,L'Amoreaux West (147)
2005-08-26,2005,August,Friday,13,Afternoon,0,1,O'Connor-Parkview (54)
2005-08-28,2005,August,Sunday,21,Evening,0,0,Kensington-Chinatown (78)
2005-08-29,2005,August,Monday,10,Morning,0,1,Kensington-Chinatown (78)
2005-08-29,2005,August,Monday,15,Afternoon,0,1,Taylor-Massey (61)
2005-08-30,2005,August,Tuesday,17,Afternoon,1,0,Glenfield-Jane Heights (25)
2005-08-31,2005,August,Wednesday,21,Evening,0,1,West Queen West (162)
2005-09-05,2005,September,Monday,3,Night,0,0,West Humber-Clairville (1)
2005-09-08,2005,September,Thursday,17,Afternoon,1,0,Yonge-Bay Corridor (170)
2005-09-09,2005,September,Friday,16,Afternoon,0,1,New Toronto (18)
2005-09-09,2005,September,Friday,14,Afternoon,1,0,Fort York-Liberty Village (163)
2005-09-09,2005,September,Friday,19,Evening,0,1,NSA
2005-09-10,2005,September,Saturday,14,Afternoon,1,0,Black Creek (24)
2005-09-12,2005,September,Monday,15,Afternoon,0,1,Little Portugal (84)
2005-09-13,2005,September,Tuesday,21,Evening,1,0,Glenfield-Jane Heights (25)
2005-09-14,2005,September,Wednesday,22,Evening,0,1,Maple Leaf (29)
2005-09-16,2005,September,Friday,11,Morning,0,1,Cliffcrest (123)
2005-09-16,2005,September,Friday,2,Night,1,0,South Parkdale (85)
2005-09-16,2005,September,Friday,21,Evening,3,0,Elms-Old Rexdale (5)
2005-09-21,2005,September,Wednesday,21,Evening,0,0,Glenfield-Jane Heights (25)
2005-09-23,2005,September,Friday,23,Evening,0,2,Malvern West (145)
2005-09-27,2005,September,Tuesday,22,Evening,0,0,Black Creek (24)
2005-09-27,2005,September,Tuesday,14,Afternoon,0,0,Woburn North (142)
2005-10-07,2005,October,Friday,21,Evening,0,1,NSA
2005-10-09,2005,October,Sunday,23,Evening,0,1,Trinity-Bellwoods (81)
2005-10-14,2005,October,Friday,22,Evening,0,2,O'Connor-Parkview (54)
2005-10-15,2005,October,Saturday,21,Evening,0,0,Pelmo Park-Humberlea (23)
2005-10-15,2005,October,Saturday,23,Evening,0,1,Morningside Heights (144)
2005-10-22,2005,October,Saturday,13,Afternoon,0,0,Malvern East (146)
2005-10-22,2005,October,Saturday,16,Afternoon,1,0,Mount Olive-Silverstone-Jamestown (2)
2005-10-23,2005,October,Sunday,18,Evening,2,0,Mount Olive-Silverstone-Jamestown (2)
2005-10-24,2005,October,Monday,2,Night,0,2,Wellington Place (164)
2005-10-24,2005,October,Monday,15,Afternoon,0,1,Glenfield-Jane Heights (25)
2005-10-24,2005,October,Monday,22,Evening,0,1,L'Amoreaux West (147)
2005-10-29,2005,October,Saturday,2,Night,0,1,Wellington Place (164)
2005-10-31,2005,October,Monday,21,Evening,0,1,Don Valley Village (47)
2005-11-01,2005,November,Tuesday,12,Afternoon,0,0,Humber Summit (21)
2005-11-01,2005,November,Tuesday,2,Night,1,0,L'Amoreaux West (147)
2005-11-02,2005,November,Wednesday,20,Evening,0,1,Don Valley Village (47)
2005-11-08,2005,November,Tuesday,21,Evening,0,1,West Hill (136)
2005-11-09,2005,November,Wednesday,15,Afternoon,1,0,Briar Hill-Belgravia (108)
2005-11-14,2005,November,Monday,15,Afternoon,0,1,Black Creek (24)
2005-11-18,2005,November,Friday,23,Evening,0,0,West Humber-Clairville (1)
2005-11-18,2005,November,Friday,12,Afternoon,1,0,Mount Olive-Silverstone-Jamestown (2)
2005-11-18,2005,November,Friday,21,Evening,0,0,Greenwood-Coxwell (65)
2005-11-19,2005,November,Saturday,1,Night,0,1,Glenfield-Jane Heights (25)
2005-11-20,2005,November,Sunday,5,Night,0,0,Scarborough Village (139)
2005-11-23,2005,November,Wednesday,18,Evening,0,1,Etobicoke City Centre (159)
2005-11-23,2005,November,Wednesday,21,Evening,0,1,Moss Park (73)
2005-11-27,2005,November,Sunday,23,Evening,0,1,West Humber-Clairville (1)
2005-11-29,2005,November,Tuesday,14,Afternoon,1,0,Junction-Wallace Emerson (171)
2005-12-01,2005,December,Thursday,19,Evening,1,0,NSA
2005-12-04,2005,December,Sunday,3,Night,0,1,Yonge-Bay Corridor (170)
2005-12-16,2005,December,Friday,19,Evening,0,1,Rockcliffe-Smythe (111)
2005-12-17,2005,December,Saturday,3,Night,0,1,Corso Italia-Davenport (92)
2005-12-17,2005,December,Saturday,23,Evening,0,1,Yonge-Bay Corridor (170)
2005-12-22,2005,December,Thursday,18,Evening,0,1,Oakdale-Beverley Heights (154)
2005-12-22,2005,December,Thursday,16,Afternoon,0,1,West Hill (136)
2005-12-23,2005,December,Friday,17,Afternoon,1,0,Glenfield-Jane Heights (25)
2005-12-26,2005,December,Monday,18,Evening,0,1,Wexford/Maryvale (119)
2005-12-27,2005,December,Tuesday,17,Afternoon,0,1,Eglinton East (138)
