occ_date,occ_year,occ_month,occ_dow,occ_hour,occ_time_range,death,injuries,neighbourhood_158
2008-06-10,2008,June,Tuesday,11,Morning,0,1,Cabbagetown-South St.James Town (71)
2008-06-11,2008,June,Wednesday,16,Afternoon,0,2,Regent Park (72)
2008-06-12,2008,June,Thursday,20,Evening,0,0,Bendale South (157)
2008-06-13,2008,June,Friday,23,Evening,0,0,Mount Dennis (115)
2008-06-14,2008,June,Saturday,22,Evening,0,1,Clairlea-Birchmount (120)
2008-06-15,2008,June,Sunday,5,Night,0,1,Humber Summit (21)
2008-06-15,2008,June,Sunday,1,Night,1,0,Rockcliffe-Smythe (111)
2008-06-18,2008,June,Wednesday,23,Evening,0,1,Yorkdale-Glen Park (31)
2008-06-22,2008,June,Sunday,23,Evening,0,0,Rockcliffe-Smythe (111)
2008-06-30,2008,June,Monday,20,Evening,0,0,Eglinton East (138)
2008-07-01,2008,July,Tuesday,19,Evening,0,0,Fort York-Liberty Village (163)
2008-07-02,2008,July,Wednesday,1,Night,0,0,Lambton Baby Point (114)
2008-07-04,2008,July,Friday,14,Afternoon,0,0,Glenfield-Jane Heights (25)
2008-07-05,2008,July,Saturday,11,Morning,0,0,Eglinton East (138)
2008-07-05,2008,July,Saturday,20,Evening,0,1,Oakridge (121)
2008-07-06,2008,July,Sunday,23,Evening,0,1,Glenfield-Jane Heights (25)
2008-07-07,2008,July,Monday,23,Evening,0,1,Morningside Heights (144)
2008-07-09,2008,July,Wednesday,2,Night,0,1,Trinity-Bellwoods (81)
2008-07-09,2008,July,Wednesday,11,Morning,0,0,Kennedy Park (124)
2008-07-09,2008,July,Wednesday,19,Evening,1,1,Wexford/Maryvale (119)
2008-07-12,2008,July,Saturday,19,Evening,0,1,Morningside (135)
2008-07-12,2008,July,Saturday,3,Night,0,1,South Riverdale (70)
2008-07-14,2008,July,Monday,20,Evening,0,1,Roncesvalles (86)
2008-07-15,2008,July,Tuesday,18,Evening,0,1,L'Amoreaux West (147)
2008-07-16,2008,July,Wednesday,21,Evening,0,1,Rustic (28)
2008-07-17,2008,July,Thursday,22,Evening,0,1,Annex (95)
2008-07-17,2008,July,Thursday,18,Evening,1,0,Morningside (135)
2008-07-18,2008,July,Friday,4,Night,0,0,Black Creek (24)
2008-07-18,2008,July,Friday,15,Afternoon,0,1,Black Creek (24)
2008-07-20,2008,July,Sunday,18,Evening,0,1,South Parkdale (85)
2008-07-20,2008,July,Sunday,3,Night,3,0,Alderwood (20)
2008-07-21,2008,July,Monday,20,Evening,0,1,Humbermede (22)
2008-07-25,2008,July,Friday,23,Evening,0,1,West Humber-Clairville (1)
2008-07-26,2008,July,Saturday,2,Night,1,1,Pelmo Park-Humberlea (23)
2008-07-27,2008,July,Sunday,21,Evening,0,1,Weston (113)
2008-07-28,2008,July,Monday,21,Evening,0,1,Rustic (28)
2008-07-31,2008,July,Thursday,21,Evening,0,1,Brookhaven-Amesbury (30)
2008-08-01,2008,August,Friday,22,Evening,0,1,Ionview (125)
2008-08-02,2008,August,Saturday,3,Night,0,1,Wellington Place (164)
2008-08-03,2008,August,Sunday,2,Night,0,1,Yonge-Bay Corridor (170)
2008-08-04,2008,August,Monday,3,Night,0,0,Regent Park (72)
2008-08-05,2008,August,Tuesday,4,Night,0,1,Glenfield-Jane Heights (25)
2008-08-08,2008,August,Friday,13,Afternoon,0,1,Humber Summit (21)
2008-08-09,2008,August,Saturday,3,Night,0,1,South Parkdale (85)
2008-08-10,2008,August,Sunday,14,Afternoon,1,1,Agincourt South-Malvern West (128)
2008-08-13,2008,August,Wednesday,2,Night,0,0,Trinity-Bellwoods (81)
2008-08-14,2008,August,Thursday,14,Afternoon,0,1,Islington (158)
2008-08-16,2008,August,Saturday,14,Afternoon,0,1,Mount Olive-Silverstone-Jamestown (2)
2008-08-20,2008,August,Wednesday,17,Afternoon,0,1,West Humber-Clairville (1)
2008-08-23,2008,August,Saturday,11,Morning,0,1,NSA
2008-08-23,2008,August,Saturday,22,Evening,0,0,Mount Dennis (115)
2008-08-24,2008,August,Sunday,11,Morning,1,0,Westminster-Branson (35)
2008-08-26,2008,August,Tuesday,6,Morning,1,0,Malvern West (145)
2008-08-27,2008,August,Wednesday,18,Evening,0,1,Woburn North (142)
2008-08-29,2008,August,Friday,21,Evening,0,4,Brookhaven-Amesbury (30)
2008-08-30,2008,August,Saturday,14,Afternoon,0,0,Humber Summit (21)
2008-09-01,2008,September,Monday,15,Afternoon,0,1,Rockcliffe-Smythe (111)
2008-09-01,2008,September,Monday,4,Night,0,1,Eglinton East (138)
2008-09-02,2008,September,Tuesday,23,Evening,0,1,Rockcliffe-Smythe (111)
2008-09-03,2008,September,Wednesday,21,Evening,0,0,Etobicoke West Mall (13)
2008-09-03,2008,September,Wednesday,23,Evening,0,1,East L'Amoreaux (148)
2008-09-04,2008,September,Thursday,22,Evening,0,1,Danforth East York (59)
2008-09-04,2008,September,Thursday,20,Evening,0,1,Malvern East (146)
2008-09-07,2008,September,Sunday,10,Morning,0,0,Trinity-Bellwoods (81)
2008-09-08,2008,September,Monday,14,Afternoon,1,0,Beechborough-Greenbrook (112)
2008-09-08,2008,September,Monday,22,Evening,0,1,Brookhaven-Amesbury (30)
2008-09-09,2008,September,Tuesday,19,Evening,0,1,Glenfield-Jane Heights (25)
2008-09-09,2008,September,Tuesday,14,Afternoon,1,0,Maple Leaf (29)
2008-09-14,2008,September,Sunday,13,Afternoon,0,1,L'Amoreaux West (147)
2008-09-16,2008,September,Tuesday,17,Afternoon,1,0,Black Creek (24)
2008-09-16,2008,September,Tuesday,11,Morning,0,1,Eglinton East (138)
2008-09-18,2008,September,Thursday,20,Evening,0,0,Malvern East (146)
2008-09-19,2008,September,Friday,16,Afternoon,0,1,NSA
2008-09-19,2008,September,Friday,21,Evening,0,1,Black Creek (24)
2008-09-19,2008,September,Friday,14,Afternoon,0,0,Rustic (28)
2008-09-20,2008,September,Saturday,22,Evening,0,1,Dorset Park (126)
2008-09-21,2008,September,Sunday,22,Evening,0,1,NSA
2008-09-21,2008,September,Sunday,21,Evening,0,2,Rockcliffe-Smythe (111)
2008-09-22,2008,September,Monday,21,Evening,1,0,Black Creek (24)
2008-09-24,2008,September,Wednesday,13,Afternoon,0,1,Dufferin Grove (83)
2008-09-25,2008,September,Thursday,21,Evening,0,2,Rockcliffe-Smythe (111)
2008-09-25,2008,September,Thursday,16,Afternoon,0,1,North St.James Town (74)
2008-09-25,2008,September,Thursday,15,Afternoon,0,2,Rockcliffe-Smythe (111)
2008-09-27,2008,September,Saturday,2,Night,0,2,Mount Olive-Silverstone-Jamestown (2)
2008-09-27,2008,September,Saturday,1,Night,0,1,Mount Olive-Silverstone-Jamestown (2)
2008-09-28,2008,September,Sunday,3,Night,0,2,Oakdale-Beverley Heights (154)
2008-09-29,2008,September,Monday,22,Evening,0,0,North St.James Town (74)
2008-10-03,2008,October,Friday,22,Evening,1,0,Edenbridge-Humber Valley (9)
2008-10-06,2008,October,Monday,21,Evening,0,0,Don Valley Village (47)
2008-10-09,2008,October,Thursday,18,Evening,1,2,Oakdale-Beverley Heights (154)
2008-10-10,2008,October,Friday,22,Evening,0,1,Black Creek (24)
2008-10-10,2008,October,Friday,22,Evening,0,1,Mount Olive-Silverstone-Jamestown (2)
2008-10-10,2008,October,Friday,18,Evening,0,1,Bathurst Manor (34)
2008-10-11,2008,October,Saturday,9,Morning,0,0,Black Creek (24)
2008-10-11,2008,October,Saturday,15,Afternoon,0,0,Flemingdon Park (44)
2008-10-11,2008,October,Saturday,22,Evening,0,0,Black Creek (24)
2008-10-13,2008,October,Monday,18,Evening,0,0,Black Creek (24)
2008-10-14,2008,October,Tuesday,12,Afternoon,1,0,Clairlea-Birchmount (120)
2008-10-15,2008,October,Wednesday,15,Afternoon,0,0,Scarborough Village (139)
2008-10-17,2008,October,Friday,22,Evening,0,3,Rustic (28)
2008-10-19,2008,October,Sunday,19,Evening,0,2,Black Creek (24)
2008-10-23,2008,October,Thursday,19,Evening,0,0,Birchcliffe-Cliffside (122)
2008-10-25,2008,October,Saturday,17,Afternoon,0,1,Fort York-Liberty Village (163)
2008-10-25,2008,October,Saturday,22,Evening,0,1,Weston (113)
2008-10-26,2008,October,Sunday,7,Morning,1,0,Clanton Park (33)
2008-10-28,2008,October,Tuesday,12,Afternoon,0,0,Hillcrest Village (48)
2008-10-31,2008,October,Friday,19,Evening,0,1,Pleasant View (46)
2008-11-04,2008,November,Tuesday,22,Evening,0,1,Moss Park (73)
2008-11-06,2008,November,Thursday,18,Evening,0,0,East L'Amoreaux (148)
2008-11-07,2008,November,Friday,21,Evening,0,1,Oakdale-Beverley Heights (154)
2008-11-07,2008,November,Friday,19,Evening,0,3,Rockcliffe-Smythe (111)
2008-11-08,2008,November,Saturday,17,Afternoon,0,0,Glenfield-Jane Heights (25)
2008-11-09,2008,November,Sunday,16,Afternoon,0,0,Lambton Baby Point (114)
2008-11-11,2008,November,Tuesday,21,Evening,0,0,Glenfield-Jane Heights (25)
2008-11-13,2008,November,Thursday,11,Morning,0,1,Bendale-Glen Andrew (156)
2008-11-23,2008,November,Sunday,3,Night,0,1,Yonge-Bay Corridor (170)
2008-11-23,2008,November,Sunday,23,Evening,0,1,Flemingdon Park (44)
2008-11-23,2008,November,Sunday,16,Afternoon,0,1,Black Creek (24)
2008-11-24,2008,November,Monday,14,Afternoon,0,1,Black Creek (24)
2008-11-26,2008,November,Wednesday,23,Evening,0,1,Humbermede (22)
2008-11-26,2008,November,Wednesday,12,Afternoon,1,0,Wexford/Maryvale (119)
2008-12-08,2008,December,Monday,17,Afternoon,0,0,Keelesdale-Eglinton West (110)
2008-12-13,2008,December,Saturday,23,Evening,0,1,Weston-Pelham Park (91)
2008-12-14,2008,December,Sunday,5,Night,0,0,Englemount-Lawrence (32)
2008-12-14,2008,December,Sunday,2,Night,0,0,Regent Park (72)
2008-12-14,2008,December,Sunday,17,Afternoon,0,0,Kingsview Village-The Westway (6)
2008-12-17,2008,December,Wednesday,22,Evening,0,0,Wexford/Maryvale (119)
2008-12-20,2008,December,Saturday,20,Evening,0,0,Beechborough-Greenbrook (112)
2008-12-21,2008,December,Sunday,12,Afternoon,0,0,Briar Hill-Belgravia (108)
2008-12-24,2008,December,Wednesday,4,Night,0,1,Moss Park (73)
2008-12-26,2008,December,Friday,16,Afternoon,0,1,Trinity-Bellwoods (81)
2008-12-28,2008,December,Sunday,20,Evening,0,1,South Riverdale (70)
2008-12-28,2008,December,Sunday,2,Night,0,0,Mount Olive-Silverstone-Jamestown (2)
2008-12-28,2008,December,Sunday,2,Night,0,0,Humber Summit (21)
2008-12-29,2008,December,Monday,22,Evening,0,0,Milliken (130)
2008-12-30,2008,December,Tuesday,2,Night,0,1,Wellington Place (164)
2008-12-31,2008,December,Wednesday,12,Afternoon,0,0,Dorset Park (126)
2009-01-01,2009,January,Thursday,3,Night,0,2,Danforth (66)
2009-01-01,2009,January,Thursday,1,Night,0,1,West Humber-Clairville (1)
2009-01-02,2009,January,Friday,20,Evening,0,1,Black Creek (24)
2009-01-02,2009,January,Friday,2,Night,0,1,Moss Park (73)
2009-01-03,2009,January,Saturday,23,Evening,0,0,Black Creek (24)
2009-01-03,2009,January,Saturday,2,Night,1,0,Humber Summit (21)
2009-01-04,2009,January,Sunday,21,Evening,1,0,Banbury-Don Mills (42)
2009-01-13,2009,January,Tuesday,14,Afternoon,0,0,Woburn North (142)
2009-01-13,2009,January,Tuesday,21,Evening,0,0,Humbermede (22)
2009-01-14,2009,January,Wednesday,20,Evening,0,2,Flemingdon Park (44)
2009-01-16,2009,January,Friday,23,Evening,0,0,Oakwood Village (107)
2009-01-17,2009,January,Saturday,17,Afternoon,0,1,South Parkdale (85)
2009-01-20,2009,January,Tuesday,22,Evening,1,0,Keelesdale-Eglinton West (110)
2009-01-20,2009,January,Tuesday,2,Night,0,1,Mount Olive-Silverstone-Jamestown (2)
2009-01-22,2009,January,Thursday,21,Evening,0,2,West Humber-Clairville (1)
2009-01-22,2009,January,Thursday,10,Morning,0,1,Yonge-Bay Corridor (170)
2009-01-24,2009,January,Saturday,22,Evening,0,0,Englemount-Lawrence (32)
2009-01-24,2009,January,Saturday,2,Night,0,1,Wellington Place (164)
2009-01-26,2009,January,Monday,19,Evening,0,1,Brookhaven-Amesbury (30)
2009-01-30,2009,January,Friday,1,Night,0,1,Etobicoke West Mall (13)
2009-01-31,2009,January,Saturday,19,Evening,0,1,Elms-Old Rexdale (5)
2009-02-01,2009,February,Sunday,7,Morning,1,0,Weston (113)
2009-02-08,2009,February,Sunday,9,Morning,0,1,Bendale-Glen Andrew (156)
2009-02-08,2009,February,Sunday,4,Night,0,0,West Humber-Clairville (1)
2009-02-13,2009,February,Friday,11,Morning,0,0,York University Heights (27)
2009-02-13,2009,February,Friday,19,Evening,0,0,Church-Wellesley (167)
2009-02-15,2009,February,Sunday,3,Night,0,0,West Humber-Clairville (1)
2009-02-20,2009,February,Friday,15,Afternoon,0,1,Black Creek (24)
2009-02-21,2009,February,Saturday,19,Evening,0,0,Eringate-Centennial-West Deane (11)
2009-02-22,2009,February,Sunday,19,Evening,1,0,Black Creek (24)
2009-02-23,2009,February,Monday,13,Afternoon,0,1,Oakwood Village (107)
2009-02-25,2009,February,Wednesday,20,Evening,0,1,Wexford/Maryvale (119)
2009-02-26,2009,February,Thursday,19,Evening,1,0,Yonge-Bay Corridor (170)
2009-02-27,2009,February,Friday,13,Afternoon,0,1,Eringate-Centennial-West Deane (11)
2009-02-28,2009,February,Saturday,3,Night,1,0,Dorset Park (126)
2009-03-02,2009,March,Monday,16,Afternoon,0,1,Downtown Yonge East (168)
2009-03-08,2009,March,Sunday,16,Afternoon,0,1,Woburn North (142)
2009-03-09,2009,March,Monday,19,Evening,0,1,Rockcliffe-Smythe (111)
2009-03-09,2009,March,Monday,21,Evening,0,0,West Hill (136)
2009-03-10,2009,March,Tuesday,23,Evening,0,0,Yorkdale-Glen Park (31)
2009-03-14,2009,March,Saturday,2,Night,0,2,St Lawrence-East Bayfront-The Islands
2009-03-14,2009,March,Saturday,12,Afternoon,0,0,Black Creek (24)
2009-03-17,2009,March,Tuesday,21,Evening,0,0,Black Creek (24)
2009-03-20,2009,March,Friday,21,Evening,0,1,Bendale-Glen Andrew (156)
2009-03-21,2009,March,Saturday,3,Night,0,1,Dorset Park (126)
2009-03-23,2009,March,Monday,19,Evening,0,0,Black Creek (24)
2009-03-24,2009,March,Tuesday,23,Evening,0,0,Bedford Park-Nortown (39)
2009-03-24,2009,March,Tuesday,9,Morning,0,0,Black Creek (24)
2009-03-28,2009,March,Saturday,2,Night,0,0,Weston (113)
2009-03-29,2009,March,Sunday,16,Afternoon,0,0,Downsview (155)
2009-03-29,2009,March,Sunday,17,Afternoon,0,0,Englemount-Lawrence (32)
2009-03-29,2009,March,Sunday,17,Afternoon,0,1,Englemount-Lawrence (32)
2009-03-31,2009,March,Tuesday,17,Afternoon,0,2,Mount Olive-Silverstone-Jamestown (2)
2009-04-03,2009,April,Friday,12,Afternoon,0,0,York University Heights (27)
2009-04-08,2009,April,Wednesday,19,Evening,0,0,NSA
2009-04-08,2009,April,Wednesday,14,Afternoon,0,0,Weston (113)
2009-04-09,2009,April,Thursday,23,Evening,0,0,NSA
2009-04-17,2009,April,Friday,19,Evening,0,1,Kingsway South (15)
2009-04-22,2009,April,Wednesday,11,Morning,0,2,Glenfield-Jane Heights (25)
2009-04-22,2009,April,Wednesday,18,Evening,1,0,Mount Dennis (115)
2009-04-24,2009,April,Friday,19,Evening,0,1,Brookhaven-Amesbury (30)
2009-04-26,2009,April,Sunday,20,Evening,0,0,Black Creek (24)
2009-04-27,2009,April,Monday,23,Evening,0,0,Beechborough-Greenbrook (112)
2009-05-01,2009,May,Friday,22,Evening,1,0,Lambton Baby Point (114)
2009-05-03,2009,May,Sunday,1,Night,0,1,Mount Dennis (115)
2009-05-03,2009,May,Sunday,3,Night,0,1,Agincourt South-Malvern West (128)
2009-05-07,2009,May,Thursday,12,Afternoon,0,1,Fenside-Parkwoods (150)
2009-05-08,2009,May,Friday,23,Evening,0,0,Oakdale-Beverley Heights (154)
2009-05-10,2009,May,Sunday,3,Night,0,6,Etobicoke West Mall (13)
2009-05-11,2009,May,Monday,17,Afternoon,1,0,Rockcliffe-Smythe (111)
2009-05-12,2009,May,Tuesday,3,Night,0,0,North St.James Town (74)
2009-05-12,2009,May,Tuesday,18,Evening,0,1,Glenfield-Jane Heights (25)
2009-05-12,2009,May,Tuesday,20,Evening,0,0,Oakdale-Beverley Heights (154)
2009-05-12,2009,May,Tuesday,17,Afternoon,0,1,Humber Summit (21)
2009-05-13,2009,May,Wednesday,23,Evening,0,0,Rustic (28)
2009-05-14,2009,May,Thursday,21,Evening,0,0,O'Connor-Parkview (54)
2009-05-14,2009,May,Thursday,23,Evening,0,1,York University Heights (27)
2009-05-18,2009,May,Monday,23,Evening,0,1,Rustic (28)
2009-05-19,2009,May,Tuesday,22,Evening,0,2,Pelmo Park-Humberlea (23)
2009-05-20,2009,May,Wednesday,23,Evening,0,1,Oakridge (121)
2009-05-21,2009,May,Thursday,19,Evening,0,1,Weston (113)
2009-05-23,2009,May,Saturday,21,Evening,0,0,Morningside (135)
2009-05-26,2009,May,Tuesday,12,Afternoon,0,0,West Hill (136)
2009-05-27,2009,May,Wednesday,18,Evening,0,1,Keelesdale-Eglinton West (110)
2009-05-29,2009,May,Friday,2,Night,0,0,Woburn North (142)
2009-05-30,2009,May,Saturday,17,Afternoon,0,0,Maple Leaf (29)
2009-05-31,2009,May,Sunday,2,Night,0,1,Elms-Old Rexdale (5)
2009-06-04,2009,June,Thursday,14,Afternoon,0,1,Cliffcrest (123)
2009-06-05,2009,June,Friday,19,Evening,0,0,Kingsview Village-The Westway (6)
2009-06-05,2009,June,Friday,9,Morning,0,1,Mount Olive-Silverstone-Jamestown (2)
2009-06-06,2009,June,Saturday,1,Night,0,0,Oakdale-Beverley Heights (154)
2009-06-07,2009,June,Sunday,3,Night,0,0,Glenfield-Jane Heights (25)
2009-06-07,2009,June,Sunday,23,Evening,0,1,Brookhaven-Amesbury (30)
2009-06-08,2009,June,Monday,22,Evening,0,0,Kingsview Village-The Westway (6)
2009-06-09,2009,June,Tuesday,18,Evening,0,1,Flemingdon Park (44)
2009-06-09,2009,June,Tuesday,22,Evening,0,1,East End-Danforth (62)
2009-06-13,2009,June,Saturday,16,Afternoon,0,1,Scarborough Village (139)
2009-06-14,2009,June,Sunday,5,Night,0,0,Regent Park (72)
2009-06-16,2009,June,Tuesday,21,Evening,0,3,Brookhaven-Amesbury (30)
2009-06-17,2009,June,Wednesday,23,Evening,0,0,NSA
2009-06-18,2009,June,Thursday,2,Night,0,0,Kingsview Village-The Westway (6)
2009-06-21,2009,June,Sunday,4,Night,0,0,Black Creek (24)
2009-06-29,2009,June,Monday,20,Evening,0,1,Beechborough-Greenbrook (112)
2009-07-01,2009,July,Wednesday,4,Night,0,2,Kingsview Village-The Westway (6)
2009-07-01,2009,July,Wednesday,22,Evening,0,2,Englemount-Lawrence (32)
2009-07-01,2009,July,Wednesday,2,Night,0,1,Dorset Park (126)
2009-07-02,2009,July,Thursday,20,Evening,0,0,Bayview Village (52)
2009-07-08,2009,July,Wednesday,23,Evening,0,1,West Humber-Clairville (1)
2009-07-11,2009,July,Saturday,14,Afternoon,0,0,Danforth (66)
2009-07-12,2009,July,Sunday,23,Evening,0,0,Oakwood Village (107)
2009-07-13,2009,July,Monday,3,Night,0,1,Wellington Place (164)
2009-07-14,2009,July,Tuesday,20,Evening,0,0,Greenwood-Coxwell (65)
2009-07-15,2009,July,Wednesday,17,Afternoon,0,1,Yorkdale-Glen Park (31)
2009-07-16,2009,July,Thursday,22,Evening,0,1,Malvern East (146)
2009-07-16,2009,July,Thursday,19,Evening,0,0,Humbermede (22)
2009-07-17,2009,July,Friday,19,Evening,0,1,Bendale-Glen Andrew (156)
2009-07-19,2009,July,Sunday,6,Morning,0,1,Moss Park (73)
2009-07-19,2009,July,Sunday,1,Night,1,0,West Rouge (143)
2009-07-20,2009,July,Monday,21,Evening,0,0,Englemount-Lawrence (32)
2009-07-22,2009,July,Wednesday,19,Evening,0,0,Blake-Jones (69)
2009-07-22,2009,July,Wednesday,2,Night,0,0,Rustic (28)
2009-07-22,2009,July,Wednesday,22,Evening,0,0,Wellington Place (164)
2009-07-23,2009,July,Thursday,21,Evening,0,0,Humber Summit (21)
2009-07-23,2009,July,Thursday,14,Afternoon,0,0,Yorkdale-Glen Park (31)
2009-07-24,2009,July,Friday,20,Evening,0,1,Flemingdon Park (44)
2009-07-29,2009,July,Wednesday,1,Night,0,2,Englemount-Lawrence (32)
2009-07-31,2009,July,Friday,20,Evening,0,0,Mount Olive-Silverstone-Jamestown (2)
2009-08-01,2009,August,Saturday,4,Night,1,1,Annex (95)
2009-08-02,2009,August,Sunday,23,Evening,0,0,Mount Olive-Silverstone-Jamestown (2)
2009-08-02,2009,August,Sunday,17,Afternoon,1,0,West Humber-Clairville (1)
2009-08-03,2009,August,Monday,2,Night,0,0,Rockcliffe-Smythe (111)
2009-08-03,2009,August,Monday,19,Evening,0,0,Yorkdale-Glen Park (31)
2009-08-04,2009,August,Tuesday,21,Evening,0,1,Mount Olive-Silverstone-Jamestown (2)
2009-08-04,2009,August,Tuesday,17,Afternoon,0,1,Brookhaven-Amesbury (30)
2009-08-04,2009,August,Tuesday,22,Evening,1,0,St Lawrence-East Bayfront-The Islands
2009-08-04,2009,August,Tuesday,18,Evening,0,2,Oakridge (121)
2009-08-04,2009,August,Tuesday,21,Evening,0,0,Mount Olive-Silverstone-Jamestown (2)
2009-08-05,2009,August,Wednesday,20,Evening,1,0,Eglinton East (138)
2009-08-05,2009,August,Wednesday,22,Evening,0,0,Mount Olive-Silverstone-Jamestown (2)
2009-08-05,2009,August,Wednesday,22,Evening,0,0,Weston-Pelham Park (91)
2009-08-06,2009,August,Thursday,22,Evening,0,0,Malvern West (145)
2009-08-10,2009,August,Monday,23,Evening,1,0,West Humber-Clairville (1)
2009-08-10,2009,August,Monday,23,Evening,0,0,Glenfield-Jane Heights (25)
2009-08-11,2009,August,Tuesday,8,Morning,0,0,Malvern East (146)
2009-08-13,2009,August,Thursday,13,Afternoon,0,1,Moss Park (73)
2009-08-14,2009,August,Friday,21,Evening,0,1,Hillcrest Village (48)
2009-08-15,2009,August,Saturday,16,Afternoon,0,0,West Humber-Clairville (1)
2009-08-15,2009,August,Saturday,19,Evening,0,1,NSA
2009-08-15,2009,August,Saturday,17,Afternoon,0,1,Rockcliffe-Smythe (111)
2009-08-16,2009,August,Sunday,13,Afternoon,1,0,Mount Olive-Silverstone-Jamestown (2)
2009-08-16,2009,August,Sunday,20,Evening,0,1,Newtonbrook East (50)
2009-08-18,2009,August,Tuesday,17,Afternoon,0,0,Danforth (66)
2009-08-20,2009,August,Thursday,21,Evening,0,0,Kingsview Village-The Westway (6)
2009-08-24,2009,August,Monday,5,Night,0,1,East L'Amoreaux (148)
2009-08-25,2009,August,Tuesday,18,Evening,0,2,Glenfield-Jane Heights (25)
2009-08-25,2009,August,Tuesday,2,Night,0,0,Humber Heights-Westmount (8)
2009-08-26,2009,August,Wednesday,22,Evening,0,0,Oakwood Village (107)
2009-08-29,2009,August,Saturday,2,Night,0,0,Newtonbrook East (50)
2009-08-30,2009,August,Sunday,12,Afternoon,0,0,Islington (158)
2009-09-04,2009,September,Friday,23,Evening,0,0,Newtonbrook East (50)
2009-09-07,2009,September,Monday,20,Evening,1,0,Bayview Woods-Steeles (49)
2009-09-07,2009,September,Monday,22,Evening,0,1,NSA
2009-09-07,2009,September,Monday,19,Evening,0,0,Morningside (135)
2009-09-08,2009,September,Tuesday,23,Evening,0,2,Kensington-Chinatown (78)
2009-09-08,2009,September,Tuesday,22,Evening,0,1,Wellington Place (164)
2009-09-09,2009,September,Wednesday,23,Evening,0,1,Oakwood Village (107)
2009-09-12,2009,September,Saturday,19,Evening,0,1,Junction Area (90)
2009-09-13,2009,September,Sunday,2,Night,0,1,Clairlea-Birchmount (120)
2009-09-18,2009,September,Friday,2,Night,0,0,Yorkdale-Glen Park (31)
2009-09-23,2009,September,Wednesday,1,Night,0,1,Kingsview Village-The Westway (6)
2009-09-23,2009,September,Wednesday,1,Night,0,1,Kingsview Village-The Westway (6)
2009-09-25,2009,September,Friday,22,Evening,0,1,Morningside Heights (144)
2009-10-07,2009,October,Wednesday,23,Evening,0,0,Humber Heights-Westmount (8)
2009-10-10,2009,October,Saturday,23,Evening,1,1,South Parkdale (85)
2009-10-10,2009,October,Saturday,3,Night,0,0,South Eglinton-Davisville (174)
2009-10-11,2009,October,Sunday,20,Evening,0,0,Mount Olive-Silverstone-Jamestown (2)
2009-10-12,2009,October,Monday,4,Night,0,0,Humbermede (22)
2009-10-13,2009,October,Tuesday,3,Night,0,3,Rustic (28)
2009-10-13,2009,October,Tuesday,19,Evening,0,0,Casa Loma (96)
2009-10-13,2009,October,Tuesday,22,Evening,0,1,Mount Olive-Silverstone-Jamestown (2)
2009-10-14,2009,October,Wednesday,22,Evening,0,0,Clairlea-Birchmount (120)
2009-10-18,2009,October,Sunday,3,Night,1,4,York University Heights (27)
2009-10-30,2009,October,Friday,23,Evening,1,1,Wychwood (94)
2009-11-01,2009,November,Sunday,1,Night,0,0,Blake-Jones (69)
2009-11-02,2009,November,Monday,23,Evening,0,0,Agincourt South-Malvern West (128)
2009-11-02,2009,November,Monday,19,Evening,1,0,Playter Estates-Danforth (67)
2009-11-03,2009,November,Tuesday,23,Evening,1,0,York University Heights (27)
2009-11-04,2009,November,Wednesday,14,Afternoon,0,1,Kennedy Park (124)
2009-11-08,2009,November,Sunday,23,Evening,0,0,Greenwood-Coxwell (65)
2009-11-08,2009,November,Sunday,1,Night,0,0,Humber Summit (21)
2009-11-08,2009,November,Sunday,2,Night,0,1,Bendale-Glen Andrew (156)
2009-11-09,2009,November,Monday,20,Evening,0,2,Oakwood Village (107)
2009-11-11,2009,November,Wednesday,20,Evening,1,0,Oakwood Village (107)
2009-11-11,2009,November,Wednesday,15,Afternoon,0,1,Fenside-Parkwoods (150)
2009-11-14,2009,November,Saturday,20,Evening,0,0,Brookhaven-Amesbury (30)
2009-11-14,2009,November,Saturday,2,Night,0,1,Little Portugal (84)
2009-11-14,2009,November,Saturday,3,Night,0,0,Downsview (155)
2009-11-14,2009,November,Saturday,23,Evening,0,0,High Park North (88)
2009-11-15,2009,November,Sunday,22,Evening,0,0,Thistletown-Beaumond Heights (3)
2009-11-17,2009,November,Tuesday,19,Evening,0,0,Rockcliffe-Smythe (111)
2009-11-17,2009,November,Tuesday,18,Evening,0,0,Glenfield-Jane Heights (25)
2009-11-17,2009,November,Tuesday,7,Morning,0,0,Glenfield-Jane Heights (25)
2009-11-17,2009,November,Tuesday,19,Evening,1,0,Kingsview Village-The Westway (6)
2009-11-22,2009,November,Sunday,23,Evening,0,0,Englemount-Lawrence (32)
2009-11-22,2009,November,Sunday,3,Night,1,4,Bendale-Glen Andrew (156)
2009-11-22,2009,November,Sunday,3,Night,1,0,Bay-Cloverhill (169)
2009-11-23,2009,November,Monday,23,Evening,0,0,Yorkdale-Glen Park (31)
2009-11-24,2009,November,Tuesday,17,Afternoon,0,0,Yorkdale-Glen Park (31)
2009-11-26,2009,November,Thursday,21,Evening,0,1,Glenfield-Jane Heights (25)
2009-11-27,2009,November,Friday,21,Evening,0,0,Weston (113)
2009-11-28,2009,November,Saturday,16,Afternoon,0,0,Brookhaven-Amesbury (30)
2009-12-03,2009,December,Thursday,23,Evening,1,3,Rustic (28)
2009-12-06,2009,December,Sunday,3,Night,1,0,Yonge-Bay Corridor (170)
